rank,song,artist,image_url,spotify_id,streams_songs,weekly_gain_songs,year_songs,genre,language
774,Lost In The Fire,Gesaffelstein & The Weeknd,https://i.scdn.co/image/ab67616d000048517842fd51802451ff61483dcf,3hteYQFiMFbJY7wS0xDymP,1274860080,528606,2019,Electronic,English
775,I Love It,Icona Pop ft. Charli XCX,https://i.scdn.co/image/ab67616d0000485169d05d032251b59ae738096a,1VBflYyxBhnDc9uVib98rw,1273603125,818546,2012,Pop,English
776,Teenagers,My Chemical Romance,https://i.scdn.co/image/ab67616d0000485117f77fab7e8f18d5f9fee4a1,7FBcuc1gsnv6Y1nwFtNRCb,1273492645,595936,2006,Rock,English
777,Hey Brother,Avicii ft. Dan Tyminski,https://i.scdn.co/image/ab67616d00004851c3760c26cc5374ddbd9fd530,1vCWHaC5f2uS3yhpwWbIA6,1273447475,451529,2013,Electronic,English
778,Numb / Encore,Jay-Z & Linkin Park,https://i.scdn.co/image/ab67616d00004851d3acd0f2186daa8e4cb0f65b,3nFkdlSjzX9mRTtwJOzDYB,1272125744,535957,2004,Hip-hop,English
779,Piano Man,Billy Joel,https://i.scdn.co/image/ab67616d00004851aff4aef671b2510be7c115b3,6zFYqv1mOsgBRQbae3JJ9e,1271030658,805549,1973,Pop,English
780,Borró Cassette,Maluma,https://i.scdn.co/image/ab67616d000048513c3acd23605ccd1a9fd038bd,1r4hJ1h58CWwUQe3MxPuau,1270528603,962442,2015,Reggaeton,Spanish
781,My Girl,The Temptations,https://i.scdn.co/image/ab67616d000048511a5b6271ae1c8497df20916e,3RwQ26hR2tJtA8F9p2n7jG,1269992501,447066,1964,Soul / Motown R&B,English
782,Bored,Billie Eilish,https://i.scdn.co/image/ab67616d00004851e0f2af91be409aad81bba98c,6qqNVTkY8uBg9cP3Jd7DAH,1269947258,333912,2017,Pop,English
783,"Hold On, We're Going Home",Drake ft. Majid Jordan,https://i.scdn.co/image/ab67616d00004851adfb5909ec66db5fbb4d06c8,3TVXtAsR1Inumwj472S9r4,1268144753,523320,2013,R&B,English
784,Dior,Pop Smoke,https://i.scdn.co/image/ab67616d000048510ae6a8d3e8957f0b3f35bb44,0eDvMgVFoNV3TpwtrVCoTj,1268099706,248371,2019,Hip-hop,English
785,Waves [Robin Schulz Remix],Mr. Probz ft. Robin Schulz,https://i.scdn.co/image/ab67616d0000485120062cf8da0f580e9118b487,33W1pnW9zScZtYTnAoWnOT,1267918144,672827,2014,Electronic,English
786,Rewrite The Stars,James Arthur & Anne-Marie,https://i.scdn.co/image/ab67616d00004851fdcd66dc526a25e1555ae81d,4IWBUUAFIplrNtaOHcJPRM,1267541397,535417,2018,Musical,English
787,ABCDEFU,Gayle,https://i.scdn.co/image/ab67616d00004851c8870cc0a533bcf8d6e3fe05,2VSHKHBTiXWplO8lxcnUC9,1267493954,187578,2021,Rock,English
788,Kryptonite,3 Doors Down,https://i.scdn.co/image/ab67616d0000485142ba5db3edcc884c23efc5ac,2RTUTCvo6onsAnheUk3aL9,1266700054,720113,2000,Rock,English
789,My House,Flo Rida,https://i.scdn.co/image/ab67616d000048517947bf3e8af32378de181b41,0jnsk9HBra6NMjO2oANoPY,1266322936,431682,2015,Pop,English
790,Bank Account,21 Savage,https://i.scdn.co/image/ab67616d000048512719343298d0e4f1790e14cd,1URnnhqYAYcrqrcwql10ft,1265976205,154322,2017,Hip-hop,English
791,Or Nah [The Weeknd Remix],"Ty Dolla Sign ft. The Weeknd, Wiz Khalifa & Mustard",https://i.scdn.co/image/ab67616d000048511c04efd2804b16cf689de7f0,7c0XG5cIJTrrAgEC3ULPiq,1265863047,506763,2014,Hip-hop,English
792,Murder On My Mind,YNW Melly,https://i.scdn.co/image/ab67616d000048510f5397dc6aa91374897182e0,1cNDP5yjU5vjeR8qMf4grg,1265734768,336179,2017,Hip-hop,English
793,California Gurls,Katy Perry ft. Snoop Dogg,https://i.scdn.co/image/ab67616d000048515a12c445148279c139fc49f9,6jJ0s89eD6GaHleKKya26X,1265584523,787320,2010,Pop,English
794,Faint,Linkin Park,https://i.scdn.co/image/ab67616d0000485110b4bd659193bc34476e066f,6XyY86QOPPrYVGvF9ch6wz,1265417031,1191916,2003,Metal,English
795,Ivy,Frank Ocean,https://i.scdn.co/image/ab67616d00004851c5649add07ed3720be9d5526,2h93pZq0e7k5yf4dywlkpM,1264315255,598641,2016,Alternative,English
796,Habits (Stay High),Tove Lo,https://i.scdn.co/image/ab67616d0000485170cd79659edf4d5fec0840b8,4NHQUGzhtTLFvgF5SZesLK,1263426877,704591,2013,Pop,English
797,Often,The Weeknd,https://i.scdn.co/image/ab67616d000048517fcead687e99583072cc217b,1Xyo4u8uXC1ZmMpatF05PJ,1262903452,441263,2014,R&B,English
798,For The Night,Pop Smoke ft. Lil Baby & DaBaby,https://i.scdn.co/image/ab67616d0000485177ada0863603903f57b34369,0eDvMgVFoNV3TpwtrVCoTj,1262257763,202279,2020,Hip-hop,English
799,Stairway To Heaven,Led Zeppelin,https://i.scdn.co/image/ab67616d000048514509204d0860cc0cc67e83dc,36QJpDe2go2KgaRleHCDTp,1261960418,514791,1971,Hard Rock,English
800,Wake Up In The Sky,"Gucci Mane, Bruno Mars & Kodak Black",https://i.scdn.co/image/ab67616d000048516e4366b5308fd1c5462eb3ab,13y7CgLHjMVRMDqxdx0Xdo,1261213558,498069,2018,Hip-hop,English
801,Rap God,Eminem,https://i.scdn.co/image/ab67616d00004851c6338d684995af10c2bf0533,7dGJo4pcD2V6oG8kP0tJRR,1260654005,240373,2013,Hip-hop,English
802,Zeze,Kodak Black ft. Travis Scott & Offset,https://i.scdn.co/image/ab67616d00004851f9508eb3070b95ceeb82788b,46SHBwWsqBkxI7EeeBEQG7,1260449074,363298,2018,Hip-hop,English
803,Slide,Calvin Harris ft. Frank Ocean & Migos,https://i.scdn.co/image/ab67616d000048514d3fa5ce7ba599f4fd7803ef,7CajNmpbOovFoOoasH2HaY,1259833259,237228,2017,Electronic,English
804,Levels,Avicii,https://i.scdn.co/image/ab67616d00004851ffb343926530168be4724dd4,1vCWHaC5f2uS3yhpwWbIA6,1256653706,584597,2011,Electronic,English
805,Perro Negro,Bad Bunny & Feid,https://i.scdn.co/image/ab67616d000048512ea1f035463d11e1fc3b193d,4q3ewBCX7sLwd24euuV69X,1255847698,620707,2023,Reggaeton,Spanish
806,We Can't Stop,Miley Cyrus,https://i.scdn.co/image/ab67616d000048516b18d0490878750cd69abf2c,5YGY8feqx7naU7z4HrwZM6,1254880463,518324,2013,Pop,English
807,California Dreamin',The Mamas & The Papas,https://i.scdn.co/image/ab67616d0000485108181b9f840a06e7a071cf72,1bs7HoMkSyQwcobCpE9KpN,1254567106,601014,1965,Folk,English
808,3 Nights,Dominic Fike,https://i.scdn.co/image/ab67616d000048517b1b6f41c1645af9757d5616,6USv9qhCn6zfxlBQIYJ9qs,1254145543,435052,2018,Alternative,English
809,Where Are Ü Now,"Skrillex, Diplo & Justin Bieber",https://i.scdn.co/image/ab67616d0000485157fc4730e06c9ab20c1e073b,1HxJeLhIuegM3KgvPn8sTa,1253341341,286769,2015,Electronic,English
810,Sorry Not Sorry,Demi Lovato,https://i.scdn.co/image/ab67616d00004851f70868aec6eebfea4cd16c70,6S2OmqARrzebs0tKUEyXyp,1253294438,145415,2017,Pop,English
811,Swalla,Jason Derulo ft. Nicki Minaj & Ty Dolla Sign,https://i.scdn.co/image/ab67616d0000485154bdca52fa6d58a84bf7c28d,07YZf4WDAMNwqr4jfgOZ8y,1253145258,228233,2017,Pop,English
812,God Is A woman,Ariana Grande,https://i.scdn.co/image/ab67616d00004851c3af0c2355c24ed7023cd394,66CXWjxzNUsdJxJ2JdwvnR,1250269495,424708,2018,Pop,English
813,The Way Life Goes,Lil Uzi Vert ft. Oh Wonder,https://i.scdn.co/image/ab67616d00004851d7e1c68ed8e464b03095afda,4O15NlyKLIASxsJ0PrXPfz,1247097463,451106,2017,Hip-hop,English
814,Love You Like A Love Song,Selena Gomez & The Scene,https://i.scdn.co/image/ab67616d000048511c8193de8d62b2ffa49a09db,6dJeKm76NjfXBNTpHmOhfO,1246947233,746062,2011,Pop,English
815,Perfect Strangers,Jonas Blue ft. JP Cooper,https://i.scdn.co/image/ab67616d000048515b6bcc59c3562a6f362344c6,1HBjj22wzbscIZ9sEb5dyf,1243791746,360476,2016,Electronic,English
816,Not Allowed,TV Girl,https://i.scdn.co/image/ab67616d0000485132f5fec7a879ed6ef28f0dfd,0Y6dVaC9DZtPNH4591M42W,1241553135,646736,2016,Alternative,English
817,Double Take,Dhruv,https://i.scdn.co/image/ab67616d00004851fbd5d17f7b060e8800f7e3fd,70NcAr4ZtA3FAqU16iQZSb,1238106781,441062,2019,R&B,English
818,Break From Toronto,PartyNextDoor,https://i.scdn.co/image/ab67616d00004851090b1f9557a6d23c0817bd88,2HPaUgqeutzr3jx5a9WyDV,1237069315,516607,2013,Hip-hop,English
819,Wake Me Up Before You Go-Go,Wham!,https://i.scdn.co/image/ab67616d00004851a2fc41b0dd6ce4f0d16a4c46,5lpH0xAS4fVfLkACg9DAuM,1235337624,361518,1984,Pop,English
820,Rewrite The Stars,Zac Efron & Zendaya,https://i.scdn.co/image/ab67616d00004851d44e723b677380dfbc899bcd,6U1dBXJhC8gXFjamvFTmHg,1234950542,352217,2017,Musical,English
821,Breaking Me,Topic & A7S,https://i.scdn.co/image/ab67616d00004851ca801dab96017456b9847ac2,0u6GtibW46tFX7koQ6uNJZ,1234638534,140103,2019,Electronic,English
822,Elastic Heart,Sia,https://i.scdn.co/image/ab67616d000048514f56312d0b6f47695685dc76,5WUlDfRSoLAfcVSX1WnrxN,1232378352,560013,2014,Pop,English
823,How You Like That,Blackpink,https://i.scdn.co/image/ab67616d000048517dd8f95320e8ef08aa121dfe,41MozSoPIsD1dJM0CLPjZF,1232332553,272179,2020,K-Pop,Korean
824,Classy 101,Feid & Young Miko,https://i.scdn.co/image/ab67616d00004851f1aad814a40ec7419c234242,2LRoIwlKmHjgvigdNGBHNo,1229690711,296893,2023,Reggaeton,Spanish
825,Wrecking Ball,Miley Cyrus,https://i.scdn.co/image/ab67616d000048516b18d0490878750cd69abf2c,5YGY8feqx7naU7z4HrwZM6,1228437983,569554,2013,Pop,English
826,Escapism.,Raye ft. 070 Shake,https://i.scdn.co/image/ab67616d0000485194e5237ce925531dbb38e75f,5KKpBU5eC2tJDzf0wmlRp2,1225338475,763787,2022,Pop,English
827,Perfect,One Direction,https://i.scdn.co/image/ab67616d00004851241e4fe75732c9c4b49b94c3,4AK6F7OLvEQ5QYCBNiQWHq,1225007087,511199,2015,Pop,English
828,"Jealousy, Jealousy",Olivia Rodrigo,https://i.scdn.co/image/ab67616d00004851a91c10fe9472d9bd89802e5a,1McMsnEElThX1knmY4oliG,1224695173,445781,2021,Alternative,English
829,Where Is My Mind?,Pixies,https://i.scdn.co/image/ab67616d000048518aa545a0ea869940cce358b5,6zvul52xwTWzilBZl6BUbT,1224461644,529779,1988,Alternative,English
830,Rain On Me,Lady Gaga & Ariana Grande,https://i.scdn.co/image/ab67616d000048516040effba89b9b00a6f6743a,1HY2Jd0NmPuamShAr6KMms,1222584828,207583,2020,Pop,English
831,It's My Life,Bon Jovi,https://i.scdn.co/image/ab67616d000048517a231174875d7930de9dad58,58lV9VcRSjABbAbfWS6skp,1222297081,643100,2000,Rock,English
832,Down Under,Men At Work,https://i.scdn.co/image/ab67616d00004851e768618ac278b1fcb0204e7a,0f3EsoviYnRKTkmayI3cux,1222085526,760719,1981,Alternative,English
833,I Kissed A Girl,Katy Perry,https://i.scdn.co/image/ab67616d000048513f97d4244eff5852477d9ee0,6jJ0s89eD6GaHleKKya26X,1221868358,577742,2008,Rock,English
834,Want To Want Me,Jason Derulo,https://i.scdn.co/image/ab67616d00004851519241bcfc352fc3eaaac5db,07YZf4WDAMNwqr4jfgOZ8y,1220766128,285764,2015,Pop,English
835,What Is Love,Haddaway,https://i.scdn.co/image/ab67616d000048516adcdd2c6242ba865499deee,0Suv0tRrNrUlRzAy8aXjma,1220578699,878445,1993,Electronic,English
836,The Spins,Mac Miller & Empire Of The Sun,https://i.scdn.co/image/ab67616d00004851463d73e65c7b95a17898388b,4LLpKhyESsyAXpc4laK94U,1218714275,1230176,2010,Hip-hop,English
837,Bellyache,Billie Eilish,https://i.scdn.co/image/ab67616d00004851a9f6c04ba168640b48aa5795,6qqNVTkY8uBg9cP3Jd7DAH,1217322955,340659,2017,Pop,English
838,Savage Love (Laxed - Siren Beat),Jawsh 685 & Jason Derulo,https://i.scdn.co/image/ab67616d000048510f619e50cfa37c94e3f8300e,56mfhUDKa1vec6rSLZV5Eg,1217091251,141181,2020,Electronic,English
839,Drops Of Jupiter (Tell Me),Train,https://i.scdn.co/image/ab67616d00004851a65df73c4011b6a9357c89f0,3FUY2gzHeIiaesXtOAdB7A,1215623184,698607,2001,Rock,English
840,Runaway,Aurora,https://i.scdn.co/image/ab67616d00004851bb60dcba1e590b902b169315,1WgXqy2Dd70QQOU7Ay074N,1215170436,510431,2015,Alternative,English
841,Bye Bye Bye,NSYNC,https://i.scdn.co/image/ab67616d00004851a6cb8fab778e1efc406a5909,6Ff53KvcvAj5U7Z1vojB5o,1214195028,527494,2000,Pop,English
842,Levitating,Dua Lipa,https://i.scdn.co/image/ab67616d000048512172b607853fa89cefa2beb4,6M2wZ9GZgrQXHCFfjv46we,1212746497,462254,2020,Pop,English
843,"Another Brick In The Wall, Pt. 2",Pink Floyd,https://i.scdn.co/image/ab67616d00004851f34e8811de255b34c56301d8,0k17h0D3J5VfsdmQ1iZtE9,1212716732,628210,1979,Rock,English
844,Heartless,The Weeknd,https://i.scdn.co/image/ab67616d000048518863bc11d2aa12b54f5aeb36,1Xyo4u8uXC1ZmMpatF05PJ,1210243423,307631,2019,R&B,English
845,On Top Of The World,Imagine Dragons,https://i.scdn.co/image/ab67616d00004851407bd04707c463bbb3410737,53XhwfbYqKCa1cC15pYq2q,1210081946,305598,2012,Alternative,English
846,Use Somebody,Kings of Leon,https://i.scdn.co/image/ab67616d000048512519d01c0cca06f134eeadd8,2qk9voo8llSGYcZ6xrBzKx,1209786078,731577,2008,Rock,English
847,Mr. Blue Sky,Electric Light Orchestra,https://i.scdn.co/image/ab67616d00004851ae954a17f0cfa013c364bb06,7jefIIksOi1EazgRTfW2Pk,1209173529,458622,1977,Pop,English
848,Nothing Breaks Like A Heart,Mark Ronson ft. Miley Cyrus,https://i.scdn.co/image/ab67616d00004851de087ae2924d2c1654f60d74,3hv9jJF3adDNsBSIQDqcjp,1209171177,383168,2018,Pop,English
849,"10,000 Hours",Dan + Shay & Justin Bieber,https://i.scdn.co/image/ab67616d000048515d847661ee74db6591c4a30b,7z5WFjZAIYejWy0NI5lv4T,1209098112,193268,2019,Country,English
850,Time After Time,Cyndi Lauper,https://i.scdn.co/image/ab67616d0000485152f532df7ba3269b0242fed9,2BTZIqw0ntH9MvilQ3ewNY,1209077234,623280,1983,Pop,English
851,Fast Car,Tracy Chapman,https://i.scdn.co/image/ab67616d0000485190b8a540137ee2a718a369f9,7oPgCQqMMXEXrNau5vxYZP,1208958323,536952,1988,Folk,English
852,Don't You (Forget About Me),Simple Minds,https://i.scdn.co/image/ab67616d000048515695a657aef0e81bde0c6001,6hN9F0iuULZYWXppob22Aj,1208539099,452066,1985,Pop,English
853,Song 2,Blur,https://i.scdn.co/image/ab67616d000048514baa9746d93e7cc8b3beca61,7MhMgCo0Bl0Kukl93PZbYS,1208528514,530353,1997,Rock,English
854,La Santa,Bad Bunny & Daddy Yankee,https://i.scdn.co/image/ab67616d00004851548f7ec52da7313de0c5e4a0,4q3ewBCX7sLwd24euuV69X,1206331037,562247,2020,Reggaeton,Spanish
855,Solo,Clean Bandit ft. Demi Lovato,https://i.scdn.co/image/ab67616d000048515c66e925d8fe4c92ebfb49ed,6MDME20pz9RveH9rEXvrOM,1205596561,418375,2018,Electronic,English
856,Nobody Gets Me,SZA,https://i.scdn.co/image/ab67616d00004851bc18bdade69ec5ef0bb25b17,7tYKF4w9nC0nq9CsPZTHyP,1205055246,797428,2022,Alternative,English
857,When It Rains It Pours,Luke Combs,https://i.scdn.co/image/ab67616d00004851b7578013decfa174e30dc298,718COspgdWOnwOFpJHRZHS,1204667176,523787,2017,Country,English
858,Back To You,Selena Gomez,https://i.scdn.co/image/ab67616d00004851acc995be2b5bdc62d622ccd3,0C8ZW7ezQVs4URX5aX7Kqx,1204446572,165674,2018,Pop,English
859,Master Of Puppets,Metallica,https://i.scdn.co/image/ab67616d00004851668e3aca3167e6e569a9aa20,2ye2Wgw4gimLv2eAKyk1NB,1203638615,696663,1986,Metal,English
860,Say Something,A Great Big World & Christina Aguilera,https://i.scdn.co/image/ab67616d000048519e2acbb00244d6da17edb0cf,5xKp3UyavIBUsGy3DQdXeF,1202818075,185601,2014,Pop,English
861,Am I Wrong,Nico & Vinz,https://i.scdn.co/image/ab67616d00004851eb3c078694b007169dab4a4f,0awl5piYwO0CDTHEkCjUhn,1200717481,403511,2013,Pop,English
862,Thats What I Want,Lil Nas X,https://i.scdn.co/image/ab67616d00004851f27e4bdc58ebe249a6b90da0,7jVv8c5Fj3E9VhNjxT4snq,1200013938,166359,2021,Pop,English
863,Crazy Little Thing Called Love,Queen,https://i.scdn.co/image/ab67616d00004851a0eaac3fbe5e4a9d92360c59,1dfeR4HaWDbWqFHLkxsg1d,1199717405,397162,1979,Rock,English
864,Mo Bamba,Sheck Wes,https://i.scdn.co/image/ab67616d0000485159cd47039c5b10ed919fbaa8,2RDOrhPqAM4jzTRCEb19qX,1199534322,187764,2017,Hip-hop,English
865,Steal My Girl,One Direction,https://i.scdn.co/image/ab67616d00004851d304ba2d71de306812eebaf4,4AK6F7OLvEQ5QYCBNiQWHq,1198255796,575590,2014,Pop,English
866,Killing In The Name,Rage Against The Machine,https://i.scdn.co/image/ab67616d0000485154ab617bc2d4974ab6ffbece,2d0hyoQ5ynDBnkvAbJKORj,1197216716,564586,1992,Metal,English
867,It's The Most Wonderful Time Of The Year,Andy Williams,https://i.scdn.co/image/ab67616d0000485198073965947f92f1641b8356,4sj6D0zlMOl25nprDJBiU9,1196634745,13863,1963,Seasonal,English
868,Forever Young,Alphaville,https://i.scdn.co/image/ab67616d00004851c5c6cddc4cdce692d2c9c630,0xliTEbFfy5HQHvsTknTkX,1195742404,885162,1984,Pop,English
869,Wild Ones,Flo Rida ft. Sia,https://i.scdn.co/image/ab67616d00004851871d85943145dde548f4ae09,0jnsk9HBra6NMjO2oANoPY,1194344569,622889,2011,Pop,English
870,West Coast,Lana Del Rey,https://i.scdn.co/image/ab67616d000048511624590458126fc8b8c64c2f,00FQb4jTyendYWaN8pK0wa,1194083363,661862,2014,Alternative,English
871,Stole The Show,Kygo ft. Parson James,https://i.scdn.co/image/ab67616d0000485135590cb9280d5a1f5221ae1a,23fqKkggKUBHNkbKtXEls4,1193479345,381351,2015,Electronic,English
872,A Lot,21 Savage ft. J. Cole,https://i.scdn.co/image/ab67616d00004851ca29f023b5d11f85de854f1b,1URnnhqYAYcrqrcwql10ft,1193441366,429217,2018,Hip-hop,English
873,This Town,Niall Horan,https://i.scdn.co/image/ab67616d000048515bac234d5511248b248caf36,1Hsdzj7Dlq2I7tHP7501T4,1192074789,274321,2016,Folk,English
874,I Hate Everything About You,Three Days Grace,https://i.scdn.co/image/ab67616d00004851447bdb4eab501ce0a15811c0,2xiIXseIJcq3nG7C8fHeBj,1191960809,819576,2003,Hard Rock,English
875,X,Nicky Jam & J Balvin,https://i.scdn.co/image/ab67616d00004851072a21c666bf2f7b3fababef,1SupJlEpv7RS2tPNRaHViT,1190636374,312630,2019,Reggaeton,Spanish
876,Toosie Slide,Drake,https://i.scdn.co/image/ab67616d00004851bba7cfaf7c59ff0898acba1f,3TVXtAsR1Inumwj472S9r4,1190559789,228880,2020,Hip-hop,English
877,Physical,Dua Lipa,https://i.scdn.co/image/ab67616d000048512172b607853fa89cefa2beb4,6M2wZ9GZgrQXHCFfjv46we,1190335858,366221,2020,Pop,English
878,Dancing In The Moonlight,Toploader,https://i.scdn.co/image/ab67616d00004851e16a6534cd5a968a5b725d03,6xeFne1rkxMhKSW3ipvkdV,1188797203,401407,2000,Rock,English
879,Se Preparó,Ozuna,https://i.scdn.co/image/ab67616d00004851b0a875d7f1bfe4ec4aaffa48,1i8SpTcr7yvPOmcqrbnVXY,1188308288,738141,2017,Reggaeton,Spanish
880,Amanece,Anuel AA & Haze,https://i.scdn.co/image/ab67616d000048516e276f2d395bedd121a03685,2R21vXR83lH98kGeO99Y66,1187119501,760728,2018,Reggaeton,Spanish
881,Jealous,Eyedress,https://i.scdn.co/image/ab67616d000048512a960aa5c84973aa3622f417,3XxNRirzbjfLdDli06zMaB,1186389242,443819,2019,Alternative,English
882,Promises,Calvin Harris & Sam Smith,https://i.scdn.co/image/ab67616d000048510d1f3930676c34a23dbf5c46,7CajNmpbOovFoOoasH2HaY,1186024576,352795,2018,Electronic,English
883,Let Me Go,Hailee Steinfeld & Alesso ft. Florida Georgia Line & Watt,https://i.scdn.co/image/ab67616d00004851962a5f56061b2a209e9b8c7d,5p7f24Rk5HkUZsaS3BLG5F,1185584704,119807,2017,Electronic,English
884,Break Free,Ariana Grande ft. Zedd,https://i.scdn.co/image/ab67616d000048519e730d8fbd256885242f1e96,66CXWjxzNUsdJxJ2JdwvnR,1183147412,642716,2014,Electronic,English
885,Boulevard Of Broken Dreams,Green Day,https://i.scdn.co/image/ab67616d000048518214d54694cb9813927f7f3f,7oPftvlwr6VrsViSDV7fJY,1182758308,831422,2004,Rock,English
886,Fukumean,Gunna,https://i.scdn.co/image/ab67616d00004851017d5e26552345c4b1575b6c,2hlmm7s2ICUX0LVIhVFlZQ,1182143795,327446,2023,Hip-hop,English
887,Friday,Riton & Nightcrawlers ft. Mufasa & Hypeman,https://i.scdn.co/image/ab67616d0000485107b92a3c916e1517e1c96daa,7i9j813KFoSBMldGqlh2Z1,1180739283,562948,2021,Electronic,English
888,Mamii,Becky G & Karol G,https://i.scdn.co/image/ab67616d00004851ddad5b63226b0084a7bd06d4,4obzFoKoKRHIphyHzJ35G3,1180222351,348266,2022,Reggaeton,Spanish
889,Dancing In The Dark,Bruce Springsteen,https://i.scdn.co/image/ab67616d00004851a7865e686c36a4adda6c9978,3eqjTLE0HfPfh78zjh6TqT,1179933629,655024,1984,Pop,English
890,Si Estuviésemos Juntos,Bad Bunny,https://i.scdn.co/image/ab67616d00004851519266cd05491a5b5bc22d1e,4q3ewBCX7sLwd24euuV69X,1177044045,551621,2018,Reggaeton,Spanish
891,Dilemma,Nelly ft. Kelly Rowland,https://i.scdn.co/image/ab67616d00004851a8b9f97b9ea065b9a857e93f,2gBjLmx6zQnFGQJCAQpRgw,1176072307,562293,2002,R&B,English
892,Cinnamon Girl,Lana Del Rey,https://i.scdn.co/image/ab67616d00004851879e9318cb9f4e05ee552ac9,00FQb4jTyendYWaN8pK0wa,1175318124,1472209,2019,Alternative,English
893,Too Many Nights,Metro Boomin & Future ft. Don Toliver,https://i.scdn.co/image/ab67616d00004851c4fee55d7b51479627c31f89,0iEtIxbK0KxaSlF7G42ZOp,1174934145,776472,2022,Hip-hop,English
894,Black Beatles,Rae Sremmurd ft. Gucci Mane,https://i.scdn.co/image/ab67616d00004851881fb62d913fe712fc2e1c95,7iZtZyCzp3LItcw1wtPI3D,1174837156,630048,2016,Hip-hop,English
895,All Too Well [Taylor's Version],Taylor Swift,https://i.scdn.co/image/ab67616d00004851318443aab3531a0558e79a4d,06HL4z0CvFAxyc27GXpf02,1172568580,499657,2021,Country,English
896,Higher Love [Kygo Remix],Whitney Houston & Kygo,https://i.scdn.co/image/ab67616d0000485180368f0aa8f90c51674f9dd2,23fqKkggKUBHNkbKtXEls4,1170983327,247107,2019,Electronic,English
897,Bad Moon Rising,Creedence Clearwater Revival,https://i.scdn.co/image/ab67616d000048513efcd243aaa5638f55318f91,3IYUhFvPQItj6xySrBmZkd,1169246255,397144,1969,Rock,English
898,Lo Siento BB:/,"Tainy, Bad Bunny & Julieta Venegas",https://i.scdn.co/image/ab67616d00004851f885fb64a381318a1c9c14e4,0GM7qgcRCORpGnfcN2tCiB,1169231100,570174,2021,Reggaeton,Spanish
899,Gimme More,Britney Spears,https://i.scdn.co/image/ab67616d00004851ca10fae7d292c52f7e8b11ca,26dSoYclwsYLMAKD3tpOr4,1169216005,931786,2007,Pop,English
900,Nevermind,Dennis Lloyd,https://i.scdn.co/image/ab67616d000048514dbdd4d3c69bec0d471fc479,3EOEK57CV77D4ovYVcmiyt,1169133802,389268,2016,Electronic,English
901,Love In The Dark,Adele,https://i.scdn.co/image/ab67616d000048517b9888dc365b8f957c63df14,4dpARuHxo51G3z768sgnrY,1168286613,682273,2015,Pop,English
902,Too Good,Drake ft. Rihanna,https://i.scdn.co/image/ab67616d000048519416ed64daf84936d89e671c,3TVXtAsR1Inumwj472S9r4,1167785470,190235,2016,Reggae / Dancehall,English
903,Sunsetz,Cigarettes After Sex,https://i.scdn.co/image/ab67616d0000485112b69bf576f5e80291f75161,1QAJqy2dA3ihHBFIHRphZj,1167666932,708210,2017,Alternative,English
904,Washing Machine Heart,Mitski,https://i.scdn.co/image/ab67616d00004851c428f67b4a9b7e1114dfc117,2uYWxilOVlUdk4oV9DvwqK,1167630787,593866,2018,Alternative,English
905,Soltera [Daddy Yankee & Bad Bunny Remix],"Lunay, Daddy Yankee & Bad Bunny",https://i.scdn.co/image/ab67616d00004851fddcbb546dd3440b1897c4c7,47MpMsUfWtgyIIBEFOr4FE,1167608917,454178,2019,Reggaeton,Spanish
906,Maneater,Nelly Furtado,https://i.scdn.co/image/ab67616d00004851a6f439c8957170652f9410e2,2jw70GZXlAI8QzWeY2bgRc,1166589233,916889,2006,Pop,English
907,No One,Alicia Keys,https://i.scdn.co/image/ab67616d00004851ae33b6bc69fe5405f6884b7e,3DiDSECUqqY1AuBP8qtaIa,1165490010,627998,2007,R&B,English
